Date,Country/Region,Province/State,Confirmed,Recovered,Deaths
25-03-2020,Bahrain,,419,177,4
26-03-2020,Bahrain,,458,204,4
27-03-2020,Bahrain,,466,227,4
28-03-2020,Bahrain,,476,265,4
29-03-2020,Bahrain,,499,272,4
30-03-2020,Bahrain,,515,279,4
31-03-2020,Bahrain,,567,295,4
01-04-2020,Bahrain,,569,337,4
02-04-2020,Bahrain,,643,381,4
03-04-2020,Bahrain,,672,382,4
04-04-2020,Bahrain,,688,423,4
05-04-2020,Bahrain,,700,431,4
06-04-2020,Bahrain,,756,458,4
07-04-2020,Bahrain,,811,458,5
08-04-2020,Bahrain,,823,477,5
09-04-2020,Bahrain,,887,519,5
10-04-2020,Bahrain,,925,539,6
11-04-2020,Bahrain,,1040,555,6
22-01-2020,Bangladesh,,0,0,0
23-01-2020,Bangladesh,,0,0,0
24-01-2020,Bangladesh,,0,0,0
25-01-2020,Bangladesh,,0,0,0
26-01-2020,Bangladesh,,0,0,0
27-01-2020,Bangladesh,,0,0,0
28-01-2020,Bangladesh,,0,0,0
29-01-2020,Bangladesh,,0,0,0
30-01-2020,Bangladesh,,0,0,0
31-01-2020,Bangladesh,,0,0,0
01-02-2020,Bangladesh,,0,0,0
02-02-2020,Bangladesh,,0,0,0
03-02-2020,Bangladesh,,0,0,0
04-02-2020,Bangladesh,,0,0,0
05-02-2020,Bangladesh,,0,0,0
06-02-2020,Bangladesh,,0,0,0
07-02-2020,Bangladesh,,0,0,0
08-02-2020,Bangladesh,,0,0,0
09-02-2020,Bangladesh,,0,0,0
10-02-2020,Bangladesh,,0,0,0
11-02-2020,Bangladesh,,0,0,0
12-02-2020,Bangladesh,,0,0,0
13-02-2020,Bangladesh,,0,0,0
14-02-2020,Bangladesh,,0,0,0
15-02-2020,Bangladesh,,0,0,0
16-02-2020,Bangladesh,,0,0,0
17-02-2020,Bangladesh,,0,0,0
18-02-2020,Bangladesh,,0,0,0
19-02-2020,Bangladesh,,0,0,0
20-02-2020,Bangladesh,,0,0,0
21-02-2020,Bangladesh,,0,0,0
22-02-2020,Bangladesh,,0,0,0
23-02-2020,Bangladesh,,0,0,0
24-02-2020,Bangladesh,,0,0,0
25-02-2020,Bangladesh,,0,0,0
26-02-2020,Bangladesh,,0,0,0
27-02-2020,Bangladesh,,0,0,0
28-02-2020,Bangladesh,,0,0,0
29-02-2020,Bangladesh,,0,0,0
01-03-2020,Bangladesh,,0,0,0
02-03-2020,Bangladesh,,0,0,0
03-03-2020,Bangladesh,,0,0,0
04-03-2020,Bangladesh,,0,0,0
05-03-2020,Bangladesh,,0,0,0
06-03-2020,Bangladesh,,0,0,0
07-03-2020,Bangladesh,,0,0,0
08-03-2020,Bangladesh,,3,0,0
09-03-2020,Bangladesh,,3,0,0
10-03-2020,Bangladesh,,3,0,0
11-03-2020,Bangladesh,,3,0,0
12-03-2020,Bangladesh,,3,0,0
13-03-2020,Bangladesh,,3,0,0
14-03-2020,Bangladesh,,3,0,0
15-03-2020,Bangladesh,,5,0,0
16-03-2020,Bangladesh,,8,2,0
17-03-2020,Bangladesh,,10,3,0
18-03-2020,Bangladesh,,14,3,1
19-03-2020,Bangladesh,,17,3,1
20-03-2020,Bangladesh,,20,3,1
21-03-2020,Bangladesh,,25,3,2
22-03-2020,Bangladesh,,27,3,2
23-03-2020,Bangladesh,,33,3,3
24-03-2020,Bangladesh,,39,5,4
25-03-2020,Bangladesh,,39,7,5
26-03-2020,Bangladesh,,44,11,5
27-03-2020,Bangladesh,,48,11,5
28-03-2020,Bangladesh,,48,15,5
29-03-2020,Bangladesh,,48,15,5
30-03-2020,Bangladesh,,49,19,5
31-03-2020,Bangladesh,,51,25,5
01-04-2020,Bangladesh,,54,25,6
02-04-2020,Bangladesh,,56,25,6
03-04-2020,Bangladesh,,61,26,6
04-04-2020,Bangladesh,,70,30,8
05-04-2020,Bangladesh,,88,33,9
06-04-2020,Bangladesh,,123,33,12
07-04-2020,Bangladesh,,164,33,17
08-04-2020,Bangladesh,,218,33,20
09-04-2020,Bangladesh,,330,33,21
10-04-2020,Bangladesh,,424,33,27
11-04-2020,Bangladesh,,482,36,30
22-01-2020,Barbados,,0,0,0
23-01-2020,Barbados,,0,0,0
24-01-2020,Barbados,,0,0,0
25-01-2020,Barbados,,0,0,0
26-01-2020,Barbados,,0,0,0
27-01-2020,Barbados,,0,0,0
28-01-2020,Barbados,,0,0,0
29-01-2020,Barbados,,0,0,0
30-01-2020,Barbados,,0,0,0
31-01-2020,Barbados,,0,0,0
01-02-2020,Barbados,,0,0,0
02-02-2020,Barbados,,0,0,0
03-02-2020,Barbados,,0,0,0
04-02-2020,Barbados,,0,0,0
05-02-2020,Barbados,,0,0,0
06-02-2020,Barbados,,0,0,0
07-02-2020,Barbados,,0,0,0
08-02-2020,Barbados,,0,0,0
09-02-2020,Barbados,,0,0,0
10-02-2020,Barbados,,0,0,0
11-02-2020,Barbados,,0,0,0
12-02-2020,Barbados,,0,0,0
13-02-2020,Barbados,,0,0,0
14-02-2020,Barbados,,0,0,0
15-02-2020,Barbados,,0,0,0
16-02-2020,Barbados,,0,0,0
17-02-2020,Barbados,,0,0,0
18-02-2020,Barbados,,0,0,0
19-02-2020,Barbados,,0,0,0
20-02-2020,Barbados,,0,0,0
21-02-2020,Barbados,,0,0,0
22-02-2020,Barbados,,0,0,0
23-02-2020,Barbados,,0,0,0
24-02-2020,Barbados,,0,0,0
25-02-2020,Barbados,,0,0,0
26-02-2020,Barbados,,0,0,0
27-02-2020,Barbados,,0,0,0
28-02-2020,Barbados,,0,0,0
29-02-2020,Barbados,,0,0,0
01-03-2020,Barbados,,0,0,0
02-03-2020,Barbados,,0,0,0
03-03-2020,Barbados,,0,0,0
04-03-2020,Barbados,,0,0,0
05-03-2020,Barbados,,0,0,0
06-03-2020,Barbados,,0,0,0
07-03-2020,Barbados,,0,0,0
08-03-2020,Barbados,,0,0,0
09-03-2020,Barbados,,0,0,0
10-03-2020,Barbados,,0,0,0
11-03-2020,Barbados,,0,0,0
12-03-2020,Barbados,,0,0,0
13-03-2020,Barbados,,0,0,0
14-03-2020,Barbados,,0,0,0
15-03-2020,Barbados,,0,0,0
16-03-2020,Barbados,,0,0,0
17-03-2020,Barbados,,2,0,0
18-03-2020,Barbados,,2,0,0
19-03-2020,Barbados,,5,0,0
20-03-2020,Barbados,,5,0,0
21-03-2020,Barbados,,6,0,0
22-03-2020,Barbados,,14,0,0
23-03-2020,Barbados,,17,0,0
24-03-2020,Barbados,,18,0,0
25-03-2020,Barbados,,18,0,0
26-03-2020,Barbados,,18,0,0
27-03-2020,Barbados,,24,0,0
28-03-2020,Barbados,,26,0,0
29-03-2020,Barbados,,33,0,0
30-03-2020,Barbados,,33,0,0
31-03-2020,Barbados,,34,0,0
01-04-2020,Barbados,,34,0,0
02-04-2020,Barbados,,46,0,0
03-04-2020,Barbados,,51,0,0
04-04-2020,Barbados,,52,0,0
05-04-2020,Barbados,,56,6,1
06-04-2020,Barbados,,60,6,2
07-04-2020,Barbados,,63,6,3
08-04-2020,Barbados,,63,8,3
09-04-2020,Barbados,,66,11,3
10-04-2020,Barbados,,67,11,4
11-04-2020,Barbados,,68,11,4
22-01-2020,Belarus,,0,0,0
23-01-2020,Belarus,,0,0,0
24-01-2020,Belarus,,0,0,0
25-01-2020,Belarus,,0,0,0
26-01-2020,Belarus,,0,0,0
27-01-2020,Belarus,,0,0,0
28-01-2020,Belarus,,0,0,0
29-01-2020,Belarus,,0,0,0
30-01-2020,Belarus,,0,0,0
31-01-2020,Belarus,,0,0,0
01-02-2020,Belarus,,0,0,0
02-02-2020,Belarus,,0,0,0
03-02-2020,Belarus,,0,0,0
04-02-2020,Belarus,,0,0,0
05-02-2020,Belarus,,0,0,0
06-02-2020,Belarus,,0,0,0
07-02-2020,Belarus,,0,0,0
08-02-2020,Belarus,,0,0,0
09-02-2020,Belarus,,0,0,0
10-02-2020,Belarus,,0,0,0
11-02-2020,Belarus,,0,0,0
12-02-2020,Belarus,,0,0,0
13-02-2020,Belarus,,0,0,0
14-02-2020,Belarus,,0,0,0
15-02-2020,Belarus,,0,0,0
16-02-2020,Belarus,,0,0,0
17-02-2020,Belarus,,0,0,0
18-02-2020,Belarus,,0,0,0
19-02-2020,Belarus,,0,0,0
20-02-2020,Belarus,,0,0,0
21-02-2020,Belarus,,0,0,0
22-02-2020,Belarus,,0,0,0
23-02-2020,Belarus,,0,0,0
24-02-2020,Belarus,,0,0,0
25-02-2020,Belarus,,0,0,0
26-02-2020,Belarus,,0,0,0
27-02-2020,Belarus,,0,0,0
28-02-2020,Belarus,,1,0,0
29-02-2020,Belarus,,1,0,0
01-03-2020,Belarus,,1,0,0
02-03-2020,Belarus,,1,0,0
03-03-2020,Belarus,,1,0,0
04-03-2020,Belarus,,6,0,0
05-03-2020,Belarus,,6,0,0
06-03-2020,Belarus,,6,0,0
07-03-2020,Belarus,,6,0,0
08-03-2020,Belarus,,6,0,0
09-03-2020,Belarus,,6,1,0
10-03-2020,Belarus,,9,3,0
11-03-2020,Belarus,,9,3,0
12-03-2020,Belarus,,12,3,0
13-03-2020,Belarus,,27,3,0
14-03-2020,Belarus,,27,3,0
15-03-2020,Belarus,,27,3,0
16-03-2020,Belarus,,36,3,0
17-03-2020,Belarus,,36,3,0
18-03-2020,Belarus,,51,5,0
19-03-2020,Belarus,,51,5,0
20-03-2020,Belarus,,69,5,0
21-03-2020,Belarus,,76,15,0
22-03-2020,Belarus,,76,15,0
23-03-2020,Belarus,,81,15,0
24-03-2020,Belarus,,81,22,0
25-03-2020,Belarus,,86,29,0
26-03-2020,Belarus,,86,29,0
27-03-2020,Belarus,,94,32,0
28-03-2020,Belarus,,94,32,0
29-03-2020,Belarus,,94,32,0
30-03-2020,Belarus,,152,32,0
31-03-2020,Belarus,,152,47,1
01-04-2020,Belarus,,163,53,2
02-04-2020,Belarus,,304,53,4
03-04-2020,Belarus,,351,53,4
04-04-2020,Belarus,,440,53,5
05-04-2020,Belarus,,562,52,8
06-04-2020,Belarus,,700,53,13
07-04-2020,Belarus,,861,54,13
08-04-2020,Belarus,,1066,77,13
09-04-2020,Belarus,,1486,139,16
10-04-2020,Belarus,,1981,169,19
11-04-2020,Belarus,,2226,172,23
22-01-2020,Belgium,,0,0,0
23-01-2020,Belgium,,0,0,0
24-01-2020,Belgium,,0,0,0
25-01-2020,Belgium,,0,0,0
26-01-2020,Belgium,,0,0,0
27-01-2020,Belgium,,0,0,0
28-01-2020,Belgium,,0,0,0
29-01-2020,Belgium,,0,0,0
30-01-2020,Belgium,,0,0,0
31-01-2020,Belgium,,0,0,0
01-02-2020,Belgium,,0,0,0
02-02-2020,Belgium,,0,0,0
03-02-2020,Belgium,,0,0,0
04-02-2020,Belgium,,1,0,0
05-02-2020,Belgium,,1,0,0
06-02-2020,Belgium,,1,0,0
07-02-2020,Belgium,,1,0,0
08-02-2020,Belgium,,1,0,0
09-02-2020,Belgium,,1,0,0
10-02-2020,Belgium,,1,0,0
11-02-2020,Belgium,,1,0,0
12-02-2020,Belgium,,1,0,0
13-02-2020,Belgium,,1,0,0
14-02-2020,Belgium,,1,0,0
15-02-2020,Belgium,,1,0,0
16-02-2020,Belgium,,1,0,0
17-02-2020,Belgium,,1,1,0
18-02-2020,Belgium,,1,1,0
19-02-2020,Belgium,,1,1,0
20-02-2020,Belgium,,1,1,0
21-02-2020,Belgium,,1,1,0
22-02-2020,Belgium,,1,1,0
23-02-2020,Belgium,,1,1,0
24-02-2020,Belgium,,1,1,0
25-02-2020,Belgium,,1,1,0
26-02-2020,Belgium,,1,1,0
27-02-2020,Belgium,,1,1,0
28-02-2020,Belgium,,1,1,0
29-02-2020,Belgium,,1,1,0
01-03-2020,Belgium,,2,1,0
02-03-2020,Belgium,,8,1,0
03-03-2020,Belgium,,13,1,0
04-03-2020,Belgium,,23,1,0
05-03-2020,Belgium,,50,1,0
06-03-2020,Belgium,,109,1,0
07-03-2020,Belgium,,169,1,0
08-03-2020,Belgium,,200,1,0
09-03-2020,Belgium,,239,1,0
10-03-2020,Belgium,,267,1,0
11-03-2020,Belgium,,314,1,3
12-03-2020,Belgium,,314,1,3
13-03-2020,Belgium,,559,1,3
14-03-2020,Belgium,,689,1,4
15-03-2020,Belgium,,886,1,4
16-03-2020,Belgium,,1058,1,5
17-03-2020,Belgium,,1243,1,10
18-03-2020,Belgium,,1486,31,14
19-03-2020,Belgium,,1795,31,21
20-03-2020,Belgium,,2257,1,37
21-03-2020,Belgium,,2815,263,67
22-03-2020,Belgium,,3401,263,75
23-03-2020,Belgium,,3743,263,88
24-03-2020,Belgium,,4269,461,122
25-03-2020,Belgium,,4937,547,178
26-03-2020,Belgium,,6235,675,220
27-03-2020,Belgium,,7284,858,289
28-03-2020,Belgium,,9134,1063,353
29-03-2020,Belgium,,10836,1359,431
30-03-2020,Belgium,,11899,1527,513
31-03-2020,Belgium,,12775,1696,705
01-04-2020,Belgium,,13964,2132,828
02-04-2020,Belgium,,15348,2495,1011
03-04-2020,Belgium,,16770,2872,1143
04-04-2020,Belgium,,18431,3247,1283
05-04-2020,Belgium,,19691,3751,1447
06-04-2020,Belgium,,20814,3986,1632
07-04-2020,Belgium,,22194,4157,2035
08-04-2020,Belgium,,23403,4681,2240
09-04-2020,Belgium,,24983,5164,2523
10-04-2020,Belgium,,26667,5568,3019
11-04-2020,Belgium,,28018,5986,3346
22-01-2020,Belize,,0,0,0
23-01-2020,Belize,,0,0,0
24-01-2020,Belize,,0,0,0
25-01-2020,Belize,,0,0,0
26-01-2020,Belize,,0,0,0
27-01-2020,Belize,,0,0,0
28-01-2020,Belize,,0,0,0
29-01-2020,Belize,,0,0,0
30-01-2020,Belize,,0,0,0
31-01-2020,Belize,,0,0,0
01-02-2020,Belize,,0,0,0
02-02-2020,Belize,,0,0,0
03-02-2020,Belize,,0,0,0
04-02-2020,Belize,,0,0,0
05-02-2020,Belize,,0,0,0
06-02-2020,Belize,,0,0,0
07-02-2020,Belize,,0,0,0
08-02-2020,Belize,,0,0,0
09-02-2020,Belize,,0,0,0
10-02-2020,Belize,,0,0,0
11-02-2020,Belize,,0,0,0
12-02-2020,Belize,,0,0,0
13-02-2020,Belize,,0,0,0
14-02-2020,Belize,,0,0,0
15-02-2020,Belize,,0,0,0
16-02-2020,Belize,,0,0,0
17-02-2020,Belize,,0,0,0
18-02-2020,Belize,,0,0,0
19-02-2020,Belize,,0,0,0
20-02-2020,Belize,,0,0,0
21-02-2020,Belize,,0,0,0
22-02-2020,Belize,,0,0,0
23-02-2020,Belize,,0,0,0
24-02-2020,Belize,,0,0,0
25-02-2020,Belize,,0,0,0
26-02-2020,Belize,,0,0,0
27-02-2020,Belize,,0,0,0
28-02-2020,Belize,,0,0,0
29-02-2020,Belize,,0,0,0
01-03-2020,Belize,,0,0,0
02-03-2020,Belize,,0,0,0
03-03-2020,Belize,,0,0,0
04-03-2020,Belize,,0,0,0
05-03-2020,Belize,,0,0,0
06-03-2020,Belize,,0,0,0
07-03-2020,Belize,,0,0,0
08-03-2020,Belize,,0,0,0
09-03-2020,Belize,,0,0,0
10-03-2020,Belize,,0,0,0
11-03-2020,Belize,,0,0,0
12-03-2020,Belize,,0,0,0
13-03-2020,Belize,,0,0,0
14-03-2020,Belize,,0,0,0
15-03-2020,Belize,,0,0,0
16-03-2020,Belize,,0,0,0
17-03-2020,Belize,,0,0,0
18-03-2020,Belize,,0,0,0
19-03-2020,Belize,,0,0,0
20-03-2020,Belize,,0,0,0
21-03-2020,Belize,,0,0,0
22-03-2020,Belize,,0,0,0
23-03-2020,Belize,,1,0,0
24-03-2020,Belize,,1,0,0
25-03-2020,Belize,,2,0,0
26-03-2020,Belize,,2,0,0
27-03-2020,Belize,,2,0,0
28-03-2020,Belize,,2,0,0
29-03-2020,Belize,,2,0,0
30-03-2020,Belize,,3,0,0
31-03-2020,Belize,,3,0,0
01-04-2020,Belize,,3,0,0
02-04-2020,Belize,,3,0,0
03-04-2020,Belize,,4,0,0
04-04-2020,Belize,,4,0,0
05-04-2020,Belize,,5,0,0
06-04-2020,Belize,,7,0,1
07-04-2020,Belize,,7,0,1
08-04-2020,Belize,,8,0,1
09-04-2020,Belize,,9,0,1
10-04-2020,Belize,,10,0,2
11-04-2020,Belize,,13,0,2
22-01-2020,Benin,,0,0,0
23-01-2020,Benin,,0,0,0
24-01-2020,Benin,,0,0,0
25-01-2020,Benin,,0,0,0
26-01-2020,Benin,,0,0,0
27-01-2020,Benin,,0,0,0
28-01-2020,Benin,,0,0,0
29-01-2020,Benin,,0,0,0
30-01-2020,Benin,,0,0,0
31-01-2020,Benin,,0,0,0
01-02-2020,Benin,,0,0,0
02-02-2020,Benin,,0,0,0
03-02-2020,Benin,,0,0,0
04-02-2020,Benin,,0,0,0
05-02-2020,Benin,,0,0,0
06-02-2020,Benin,,0,0,0
07-02-2020,Benin,,0,0,0
08-02-2020,Benin,,0,0,0
09-02-2020,Benin,,0,0,0
10-02-2020,Benin,,0,0,0
11-02-2020,Benin,,0,0,0
12-02-2020,Benin,,0,0,0
13-02-2020,Benin,,0,0,0
14-02-2020,Benin,,0,0,0
15-02-2020,Benin,,0,0,0
16-02-2020,Benin,,0,0,0
17-02-2020,Benin,,0,0,0
18-02-2020,Benin,,0,0,0
19-02-2020,Benin,,0,0,0
20-02-2020,Benin,,0,0,0
21-02-2020,Benin,,0,0,0
22-02-2020,Benin,,0,0,0
23-02-2020,Benin,,0,0,0
24-02-2020,Benin,,0,0,0
25-02-2020,Benin,,0,0,0
26-02-2020,Benin,,0,0,0
27-02-2020,Benin,,0,0,0
28-02-2020,Benin,,0,0,0
29-02-2020,Benin,,0,0,0
01-03-2020,Benin,,0,0,0
02-03-2020,Benin,,0,0,0
03-03-2020,Benin,,0,0,0
04-03-2020,Benin,,0,0,0
05-03-2020,Benin,,0,0,0
06-03-2020,Benin,,0,0,0
07-03-2020,Benin,,0,0,0
08-03-2020,Benin,,0,0,0
09-03-2020,Benin,,0,0,0
10-03-2020,Benin,,0,0,0
11-03-2020,Benin,,0,0,0
12-03-2020,Benin,,0,0,0
13-03-2020,Benin,,0,0,0
14-03-2020,Benin,,0,0,0
15-03-2020,Benin,,0,0,0
16-03-2020,Benin,,1,0,0
17-03-2020,Benin,,1,0,0
18-03-2020,Benin,,2,0,0
19-03-2020,Benin,,2,0,0
20-03-2020,Benin,,2,0,0
21-03-2020,Benin,,2,0,0
22-03-2020,Benin,,2,0,0
23-03-2020,Benin,,5,0,0
24-03-2020,Benin,,6,0,0
25-03-2020,Benin,,6,0,0
26-03-2020,Benin,,6,0,0
27-03-2020,Benin,,6,0,0
28-03-2020,Benin,,6,0,0
29-03-2020,Benin,,6,0,0
30-03-2020,Benin,,6,0,0
31-03-2020,Benin,,9,1,0
01-04-2020,Benin,,13,1,0
02-04-2020,Benin,,13,1,0
03-04-2020,Benin,,16,2,0
04-04-2020,Benin,,16,2,0
05-04-2020,Benin,,22,5,0
06-04-2020,Benin,,26,5,1
07-04-2020,Benin,,26,5,1
08-04-2020,Benin,,26,5,1
09-04-2020,Benin,,26,5,1
10-04-2020,Benin,,35,5,1
11-04-2020,Benin,,35,5,1
22-01-2020,Bhutan,,0,0,0
23-01-2020,Bhutan,,0,0,0
24-01-2020,Bhutan,,0,0,0
25-01-2020,Bhutan,,0,0,0
26-01-2020,Bhutan,,0,0,0
27-01-2020,Bhutan,,0,0,0
28-01-2020,Bhutan,,0,0,0
29-01-2020,Bhutan,,0,0,0
30-01-2020,Bhutan,,0,0,0
31-01-2020,Bhutan,,0,0,0
01-02-2020,Bhutan,,0,0,0
02-02-2020,Bhutan,,0,0,0
03-02-2020,Bhutan,,0,0,0
04-02-2020,Bhutan,,0,0,0
05-02-2020,Bhutan,,0,0,0
06-02-2020,Bhutan,,0,0,0
07-02-2020,Bhutan,,0,0,0
08-02-2020,Bhutan,,0,0,0
09-02-2020,Bhutan,,0,0,0
10-02-2020,Bhutan,,0,0,0
11-02-2020,Bhutan,,0,0,0
12-02-2020,Bhutan,,0,0,0
13-02-2020,Bhutan,,0,0,0
14-02-2020,Bhutan,,0,0,0
15-02-2020,Bhutan,,0,0,0
16-02-2020,Bhutan,,0,0,0
17-02-2020,Bhutan,,0,0,0
18-02-2020,Bhutan,,0,0,0
19-02-2020,Bhutan,,0,0,0
20-02-2020,Bhutan,,0,0,0
21-02-2020,Bhutan,,0,0,0
22-02-2020,Bhutan,,0,0,0
23-02-2020,Bhutan,,0,0,0
24-02-2020,Bhutan,,0,0,0
25-02-2020,Bhutan,,0,0,0
26-02-2020,Bhutan,,0,0,0
27-02-2020,Bhutan,,0,0,0
28-02-2020,Bhutan,,0,0,0
29-02-2020,Bhutan,,0,0,0
01-03-2020,Bhutan,,0,0,0
02-03-2020,Bhutan,,0,0,0
03-03-2020,Bhutan,,0,0,0
04-03-2020,Bhutan,,0,0,0
05-03-2020,Bhutan,,0,0,0
06-03-2020,Bhutan,,1,0,0
07-03-2020,Bhutan,,1,0,0
08-03-2020,Bhutan,,1,0,0
09-03-2020,Bhutan,,1,0,0
10-03-2020,Bhutan,,1,0,0
11-03-2020,Bhutan,,1,0,0
12-03-2020,Bhutan,,1,0,0
13-03-2020,Bhutan,,1,0,0
14-03-2020,Bhutan,,1,0,0
15-03-2020,Bhutan,,1,0,0
16-03-2020,Bhutan,,1,0,0
17-03-2020,Bhutan,,1,0,0
18-03-2020,Bhutan,,1,0,0
19-03-2020,Bhutan,,1,0,0
20-03-2020,Bhutan,,2,0,0
21-03-2020,Bhutan,,2,0,0
22-03-2020,Bhutan,,2,0,0
23-03-2020,Bhutan,,2,0,0
24-03-2020,Bhutan,,2,0,0
25-03-2020,Bhutan,,2,0,0
26-03-2020,Bhutan,,2,0,0
27-03-2020,Bhutan,,3,0,0
28-03-2020,Bhutan,,3,0,0
29-03-2020,Bhutan,,4,0,0
30-03-2020,Bhutan,,4,0,0
31-03-2020,Bhutan,,4,0,0
01-04-2020,Bhutan,,4,0,0
02-04-2020,Bhutan,,5,1,0
03-04-2020,Bhutan,,5,2,0
04-04-2020,Bhutan,,5,2,0
05-04-2020,Bhutan,,5,2,0
06-04-2020,Bhutan,,5,2,0
07-04-2020,Bhutan,,5,2,0
08-04-2020,Bhutan,,5,2,0
09-04-2020,Bhutan,,5,2,0
10-04-2020,Bhutan,,5,2,0
11-04-2020,Bhutan,,5,2,0
22-01-2020,Bolivia,,0,0,0
23-01-2020,Bolivia,,0,0,0
24-01-2020,Bolivia,,0,0,0
25-01-2020,Bolivia,,0,0,0
26-01-2020,Bolivia,,0,0,0
27-01-2020,Bolivia,,0,0,0
28-01-2020,Bolivia,,0,0,0
29-01-2020,Bolivia,,0,0,0
30-01-2020,Bolivia,,0,0,0
31-01-2020,Bolivia,,0,0,0
01-02-2020,Bolivia,,0,0,0
02-02-2020,Bolivia,,0,0,0
03-02-2020,Bolivia,,0,0,0
04-02-2020,Bolivia,,0,0,0
05-02-2020,Bolivia,,0,0,0
06-02-2020,Bolivia,,0,0,0
07-02-2020,Bolivia,,0,0,0
08-02-2020,Bolivia,,0,0,0
09-02-2020,Bolivia,,0,0,0
10-02-2020,Bolivia,,0,0,0
11-02-2020,Bolivia,,0,0,0
12-02-2020,Bolivia,,0,0,0
13-02-2020,Bolivia,,0,0,0
14-02-2020,Bolivia,,0,0,0
15-02-2020,Bolivia,,0,0,0
16-02-2020,Bolivia,,0,0,0
17-02-2020,Bolivia,,0,0,0
18-02-2020,Bolivia,,0,0,0
19-02-2020,Bolivia,,0,0,0
20-02-2020,Bolivia,,0,0,0
21-02-2020,Bolivia,,0,0,0
22-02-2020,Bolivia,,0,0,0
23-02-2020,Bolivia,,0,0,0
24-02-2020,Bolivia,,0,0,0
25-02-2020,Bolivia,,0,0,0
26-02-2020,Bolivia,,0,0,0
27-02-2020,Bolivia,,0,0,0
28-02-2020,Bolivia,,0,0,0
29-02-2020,Bolivia,,0,0,0
01-03-2020,Bolivia,,0,0,0
02-03-2020,Bolivia,,0,0,0
03-03-2020,Bolivia,,0,0,0
04-03-2020,Bolivia,,0,0,0
05-03-2020,Bolivia,,0,0,0
06-03-2020,Bolivia,,0,0,0
07-03-2020,Bolivia,,0,0,0
08-03-2020,Bolivia,,0,0,0
09-03-2020,Bolivia,,0,0,0
10-03-2020,Bolivia,,0,0,0
11-03-2020,Bolivia,,2,0,0
12-03-2020,Bolivia,,2,0,0
13-03-2020,Bolivia,,3,0,0
14-03-2020,Bolivia,,10,0,0
15-03-2020,Bolivia,,10,0,0
16-03-2020,Bolivia,,11,0,0
17-03-2020,Bolivia,,11,0,0
18-03-2020,Bolivia,,12,0,0
19-03-2020,Bolivia,,12,0,0
20-03-2020,Bolivia,,15,0,0
21-03-2020,Bolivia,,19,0,0
22-03-2020,Bolivia,,24,0,0
23-03-2020,Bolivia,,27,0,0
24-03-2020,Bolivia,,29,0,0
25-03-2020,Bolivia,,32,0,0
26-03-2020,Bolivia,,43,0,0
27-03-2020,Bolivia,,61,0,0
28-03-2020,Bolivia,,74,0,0
29-03-2020,Bolivia,,81,0,1
30-03-2020,Bolivia,,97,0,4
31-03-2020,Bolivia,,107,0,6
01-04-2020,Bolivia,,115,1,7
02-04-2020,Bolivia,,123,1,8
03-04-2020,Bolivia,,132,1,9
04-04-2020,Bolivia,,139,1,10
05-04-2020,Bolivia,,157,2,10
06-04-2020,Bolivia,,183,2,11
07-04-2020,Bolivia,,194,2,14
08-04-2020,Bolivia,,210,2,15
09-04-2020,Bolivia,,264,2,18
10-04-2020,Bolivia,,268,2,19
11-04-2020,Bolivia,,275,2,20
22-01-2020,Bosnia and Herzegovina,,0,0,0
23-01-2020,Bosnia and Herzegovina,,0,0,0
24-01-2020,Bosnia and Herzegovina,,0,0,0
25-01-2020,Bosnia and Herzegovina,,0,0,0
26-01-2020,Bosnia and Herzegovina,,0,0,0
27-01-2020,Bosnia and Herzegovina,,0,0,0
28-01-2020,Bosnia and Herzegovina,,0,0,0
29-01-2020,Bosnia and Herzegovina,,0,0,0
30-01-2020,Bosnia and Herzegovina,,0,0,0
31-01-2020,Bosnia and Herzegovina,,0,0,0
01-02-2020,Bosnia and Herzegovina,,0,0,0
02-02-2020,Bosnia and Herzegovina,,0,0,0
03-02-2020,Bosnia and Herzegovina,,0,0,0
04-02-2020,Bosnia and Herzegovina,,0,0,0
05-02-2020,Bosnia and Herzegovina,,0,0,0
06-02-2020,Bosnia and Herzegovina,,0,0,0
07-02-2020,Bosnia and Herzegovina,,0,0,0
08-02-2020,Bosnia and Herzegovina,,0,0,0
09-02-2020,Bosnia and Herzegovina,,0,0,0
10-02-2020,Bosnia and Herzegovina,,0,0,0
11-02-2020,Bosnia and Herzegovina,,0,0,0
12-02-2020,Bosnia and Herzegovina,,0,0,0
13-02-2020,Bosnia and Herzegovina,,0,0,0
14-02-2020,Bosnia and Herzegovina,,0,0,0
15-02-2020,Bosnia and Herzegovina,,0,0,0
16-02-2020,Bosnia and Herzegovina,,0,0,0
17-02-2020,Bosnia and Herzegovina,,0,0,0
18-02-2020,Bosnia and Herzegovina,,0,0,0
19-02-2020,Bosnia and Herzegovina,,0,0,0
20-02-2020,Bosnia and Herzegovina,,0,0,0
21-02-2020,Bosnia and Herzegovina,,0,0,0
22-02-2020,Bosnia and Herzegovina,,0,0,0
23-02-2020,Bosnia and Herzegovina,,0,0,0
24-02-2020,Bosnia and Herzegovina,,0,0,0
25-02-2020,Bosnia and Herzegovina,,0,0,0
26-02-2020,Bosnia and Herzegovina,,0,0,0
27-02-2020,Bosnia and Herzegovina,,0,0,0
28-02-2020,Bosnia and Herzegovina,,0,0,0
29-02-2020,Bosnia and Herzegovina,,0,0,0
